date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:35	28891/28891	---M-Z	200	added ('OK')	application/javascript	etag:%2270db-560fc021d1696-gzip%22	http://demo.admireadmin.com/admire_html/vendors/sortable/js/Sortable.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/sortable/js/Sortable.js	(from http://demo.admireadmin.com/admire_html/sortable.html)
12:37:35	5630/5630	---M-Z	200	added ('OK')	application/javascript	etag:%2215fe-560fc02109376-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/sortable.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/sortable.js	(from http://demo.admireadmin.com/admire_html/sortable.html)
12:37:35	282/282	---M-Z	200	added ('OK')	text/css	etag:%2211a-560fc0234d4b6-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/sweet_alert.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/sweet_alert.css	(from http://demo.admireadmin.com/admire_html/sweet_alert.html)
12:37:36	10292/10292	---M-Z	200	added ('OK')	application/javascript	etag:%222834-560fc02109376-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/sweet_alerts.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/sweet_alerts.js	(from http://demo.admireadmin.com/admire_html/sweet_alert.html)
12:37:37	5612/5612	---M-Z	200	added ('OK')	text/css	etag:%2215ec-560fc02125896-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrap-switch/css/bootstrap-switch.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrap-switch/css/bootstrap-switch.min.css	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:37:37	15386/15386	---M-Z	200	added ('OK')	text/css	etag:%223c1a-560fc020ad6b7-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/widgets.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/widgets.css	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:37:40	532066/532066	---M--	200	added ('OK')	image/png	etag:%2281e62-560fc020be057%22	http://demo.admireadmin.com/admire_html/img/crop.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/crop.png	(from http://demo.admireadmin.com/admire_html/cropper.html)
12:37:40	80192/80192	---M--	200	added ('OK')	image/jpeg	etag:%2213940-560fc020cbb17%22	http://demo.admireadmin.com/admire_html/img/authors/avatar.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/authors/avatar.jpg	(from http://demo.admireadmin.com/admire_html/sortable.html)
12:38:49	442217/442217	---M--	200	added ('OK')	image/png	etag:%226bf69-560fc020c6cf7%22	http://demo.admireadmin.com/admire_html/img/shoesm1.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/shoesm1.png	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:38:55	459763/459763	---M--	200	added ('OK')	image/png	etag:%22703f3-560fc020c7c97%22	http://demo.admireadmin.com/admire_html/img/shoesm3.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/shoesm3.png	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:39:11	581056/581056	---M--	200	added ('OK')	image/png	etag:%228ddc0-560fc020c6cf7%22	http://demo.admireadmin.com/admire_html/img/shoesm2.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/shoesm2.png	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:39:14	8281/8281	---M--	200	added ('OK')	image/jpeg	etag:%222059-560fc020cbb17%22	http://demo.admireadmin.com/admire_html/img/authors/avatar1.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/authors/avatar1.jpg	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:39:15	14920/14920	---M-Z	200	added ('OK')	application/javascript	etag:%223a48-560fc02126836-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrap-switch/js/bootstrap-switch.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrap-switch/js/bootstrap-switch.min.js	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:39:16	2732/2732	---M-Z	200	added ('OK')	application/javascript	etag:%22aac-560fc0210a316-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/widget1.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/widget1.js	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:39:18	601314/601314	---M--	200	added ('OK')	image/png	etag:%2292ce2-560fc020c5d57%22	http://demo.admireadmin.com/admire_html/img/shoes.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/shoes.png	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:39:19	5520/5520	---M--	200	added ('OK')	image/jpeg	etag:%221590-560fc020bff97%22	http://demo.admireadmin.com/admire_html/img/images1.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/images1.jpg	(from http://demo.admireadmin.com/admire_html/widgets2.html)
12:39:24	25393/25393	---M--	200	added ('OK')	image/jpeg	etag:%226331-560fc020cbb17%22	http://demo.admireadmin.com/admire_html/img/widget_image3.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/widget_image3.jpg	(from http://demo.admireadmin.com/admire_html/widgets2.html)
12:39:32	234623/234623	---M--	200	added ('OK')	image/png	etag:%223947f-560fc020c6cf7%22	http://demo.admireadmin.com/admire_html/img/shoes3.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/shoes3.png	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:39:47	191308/191308	---M--	200	added ('OK')	image/jpeg	etag:%222eb4c-560fc020cbb17%22	http://demo.admireadmin.com/admire_html/img/widget_image1.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/widget_image1.jpg	(from http://demo.admireadmin.com/admire_html/widgets2.html)
12:40:09	505304/505304	---M--	200	added ('OK')	image/png	etag:%227b5d8-560fc020c6cf7%22	http://demo.admireadmin.com/admire_html/img/shoes2.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/shoes2.png	(from http://demo.admireadmin.com/admire_html/widgets1.html)
12:40:10	2433/2433	---M-Z	200	added ('OK')	application/javascript	etag:%22981-560fc0210a316-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/widget2.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/widget2.js	(from http://demo.admireadmin.com/admire_html/widgets2.html)
12:40:10	113279/113279	---M-Z	200	added ('OK')	text/css	etag:%221ba7f-560fc0220a0d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/ihover/css/ihover.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/ihover/css/ihover.min.css	(from http://demo.admireadmin.com/admire_html/widgets3.html)
12:40:23	308355/308355	---M--	200	added ('OK')	image/jpeg	etag:%224b483-560fc020c7c97%22	http://demo.admireadmin.com/admire_html/img/swiper_image2.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/swiper_image2.jpg	(from http://demo.admireadmin.com/admire_html/widgets2.html)
12:40:28	30877/30877	---M--	200	added ('OK')	image/jpeg	etag:%22789d-560fc020beff7%22	http://demo.admireadmin.com/admire_html/img/flower3.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/flower3.jpg	(from http://demo.admireadmin.com/admire_html/widgets3.html)
12:40:29	667/667	---M-Z	200	added ('OK')	application/javascript	etag:%2229b-560fc0210b2b6-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/widget3.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/widget3.js	(from http://demo.admireadmin.com/admire_html/widgets3.html)
12:40:30	121/121	---M-Z	200	added ('OK')	text/css	etag:%2279-560fc021a6716-gzip%22	http://demo.admireadmin.com/admire_html/vendors/inputlimiter/css/jquery.inputlimiter.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/inputlimiter/css/jquery.inputlimiter.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:31	10058/10058	---M-Z	200	added ('OK')	text/css	etag:%22274a-560fc02141db6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/chosen/css/chosen.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/chosen/css/chosen.min.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:31	13084/13084	---M-Z	200	added ('OK')	text/css	etag:%22331c-560fc021611b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrap-colorpicker/css/bootstrap-colorpicker.min.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:32	770/770	---M-Z	200	added ('OK')	text/css	etag:%22302-560fc021277d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery-tagsinput/css/jquery.tagsinput.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery-tagsinput/css/jquery.tagsinput.min.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:33	8432/8432	---M-Z	200	added ('OK')	text/css	etag:%2220f0-560fc02123956-gzip%22	http://demo.admireadmin.com/admire_html/vendors/daterangepicker/css/daterangepicker.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/daterangepicker/css/daterangepicker.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:33	15731/15731	---M-Z	200	added ('OK')	text/css	etag:%223d73-560fc0211cbf6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/datepicker/css/bootstrap-datepicker.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/datepicker/css/bootstrap-datepicker.min.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:34	3034/3034	---M-Z	200	added ('OK')	text/css	etag:%22bda-560fc02128776-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrap-timepicker/css/bootstrap-timepicker.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrap-timepicker/css/bootstrap-timepicker.min.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:35	2347/2347	---M-Z	200	added ('OK')	text/css	etag:%2292b-560fc0222c3b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/multiselect/css/multi-select.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/multiselect/css/multi-select.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:35	447059/447059	---M--	200	added ('OK')	image/jpeg	etag:%226d253-560fc020c7c97%22	http://demo.admireadmin.com/admire_html/img/swiper_image1.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/swiper_image1.jpg	(from http://demo.admireadmin.com/admire_html/widgets2.html)
12:40:35	8505/8505	---M-Z	200	added ('OK')	text/css	etag:%222139-560fc020a59b7-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/form_elements.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/form_elements.css	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:37	36195/36195	---M-Z	200	added ('OK')	application/javascript	etag:%228d63-560fc021a76b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery.uniform/js/jquery.uniform.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery.uniform/js/jquery.uniform.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:37	6488/6488	---M-Z	200	added ('OK')	application/javascript	etag:%221958-560fc021a6716-gzip%22	http://demo.admireadmin.com/admire_html/vendors/inputlimiter/js/jquery.inputlimiter.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/inputlimiter/js/jquery.inputlimiter.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:39	29004/29004	---M-Z	200	added ('OK')	application/javascript	etag:%22714c-560fc02140e16-gzip%22	http://demo.admireadmin.com/admire_html/vendors/chosen/js/chosen.jquery.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/chosen/js/chosen.jquery.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:40	20679/20679	---M-Z	200	added ('OK')	application/javascript	etag:%2250c7-560fc021611b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrap-colorpicker/js/bootstrap-colorpicker.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:40	6574/6574	---M-Z	200	added ('OK')	application/javascript	etag:%2219ae-560fc021277d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery-tagsinput/js/jquery.tagsinput.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery-tagsinput/js/jquery.tagsinput.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:41	15816/15816	---M-Z	200	added ('OK')	application/javascript	etag:%223dc8-560fc0210c256-gzip%22	http://demo.admireadmin.com/admire_html/js/pluginjs/jquery.validVal.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pluginjs/jquery.validVal.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:43	72768/72768	---M-Z	200	added ('OK')	application/javascript	etag:%2211c40-560fc02121a16-gzip%22	http://demo.admireadmin.com/admire_html/vendors/daterangepicker/js/daterangepicker.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/daterangepicker/js/daterangepicker.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:43	33529/33529	---M-Z	200	added ('OK')	application/javascript	etag:%2282f9-560fc0211bc56-gzip%22	http://demo.admireadmin.com/admire_html/vendors/datepicker/js/bootstrap-datepicker.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/datepicker/js/bootstrap-datepicker.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:44	18685/18685	---M-Z	200	added ('OK')	application/javascript	etag:%2248fd-560fc02129716-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrap-timepicker/js/bootstrap-timepicker.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrap-timepicker/js/bootstrap-timepicker.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:45	3252/3252	---M-Z	200	added ('OK')	application/javascript	etag:%22cb4-560fc0211acb6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/autosize/js/jquery.autosize.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/autosize/js/jquery.autosize.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:46	2621/2621	---M-Z	200	added ('OK')	application/javascript	etag:%22a3d-560fc021d5516-gzip%22	http://demo.admireadmin.com/admire_html/vendors/inputmask/js/jquery.inputmask.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/inputmask/js/jquery.inputmask.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:47	24422/24422	---M-Z	200	added ('OK')	application/javascript	etag:%225f66-560fc021d7456-gzip%22	http://demo.admireadmin.com/admire_html/vendors/inputmask/js/inputmask.date.extensions.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/inputmask/js/inputmask.date.extensions.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:48	3443/3443	---M-Z	200	added ('OK')	application/javascript	etag:%22d73-560fc021d5516-gzip%22	http://demo.admireadmin.com/admire_html/vendors/inputmask/js/inputmask.extensions.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/inputmask/js/inputmask.extensions.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:48	123405/123405	---M-Z	200	added ('OK')	application/javascript	etag:%221e20d-560fc021d4576-gzip%22	http://demo.admireadmin.com/admire_html/vendors/inputmask/js/inputmask.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/inputmask/js/inputmask.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:49	19744/19744	---M-Z	200	added ('OK')	application/javascript	etag:%224d20-560fc0222e2f6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/multiselect/js/jquery.multi-select.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/multiselect/js/jquery.multi-select.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:50	9735/9735	---M-Z	200	added ('OK')	application/javascript	etag:%222607-560fc021006d6-gzip%22	http://demo.admireadmin.com/admire_html/js/form.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/form.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:50	10793/10793	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494e-2a29%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.quicksearch/2.3.1/jquery.quicksearch.min.js	C:/Users/Raghvendra/Desktop/new/website/cdnjs.cloudflare.com/ajax/libs/jquery.quicksearch/2.3.1/jquery.quicksearch.min.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:51	2543/2543	---M-Z	200	added ('OK')	application/javascript	etag:%229ef-560fc02104556-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/form_elements.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/form_elements.js	(from http://demo.admireadmin.com/admire_html/form_elements.html)
12:40:51	27961/27961	---M-Z	200	added ('OK')	text/css	etag:%226d39-560fc021f29d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/intl-tel-input/css/intlTelInput.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/intl-tel-input/css/intlTelInput.css	(from http://demo.admireadmin.com/admire_html/form_layouts.html)
12:40:52	883/883	---M-Z	200	added ('OK')	text/css	etag:%22373-560fc020a6957-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/form_layouts.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/form_layouts.css	(from http://demo.admireadmin.com/admire_html/form_layouts.html)
12:40:54	2672/2672	---M-Z	200	added ('OK')	application/javascript	etag:%22a70-560fc02104556-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/form_layouts.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/form_layouts.js	(from http://demo.admireadmin.com/admire_html/form_layouts.html)
12:40:54	3334/3334	---M-Z	200	added ('OK')	text/css	etag:%22d06-560fc021ac4d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery-validation-engine/css/validationEngine.jquery.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery-validation-engine/css/validationEngine.jquery.css	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:40:55	3321/3321	---M-Z	200	added ('OK')	text/css	etag:%22cf9-560fc021e00f6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/datetimepicker/css/DateTimePicker.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/datetimepicker/css/DateTimePicker.min.css	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:40:55	70057/70057	---M-Z	200	added ('OK')	application/javascript	etag:%22111a9-560fc021f4916-gzip%22	http://demo.admireadmin.com/admire_html/vendors/intl-tel-input/js/intlTelInput.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/intl-tel-input/js/intlTelInput.js	(from http://demo.admireadmin.com/admire_html/form_layouts.html)
12:40:56	1303/1303	---M-Z	200	added ('OK')	text/css	etag:%22517-560fc020a6957-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/form_validations.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/form_validations.css	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:40:58	10704/10704	---M-Z	200	added ('OK')	application/javascript	etag:%2229d0-560fc021ae416-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery-validation-engine/js/jquery.validationEngine-en.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery-validation-engine/js/jquery.validationEngine-en.js	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:40:59	71724/71724	---M-Z	200	added ('OK')	application/javascript	etag:%221182c-560fc021ad476-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery-validation-engine/js/jquery.validationEngine.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery-validation-engine/js/jquery.validationEngine.js	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:41:00	48696/48696	---M-Z	200	added ('OK')	application/javascript	etag:%22be38-560fc021af3b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery-validation/js/jquery.validate.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery-validation/js/jquery.validate.js	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:41:01	7390/7390	---M-Z	200	added ('OK')	application/javascript	etag:%221cde-560fc02104556-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/form_validation.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/form_validation.js	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:41:02	54956/54956	---M-Z	200	added ('OK')	application/javascript	etag:%22d6ac-560fc021e00f6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/datetimepicker/js/DateTimePicker.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/datetimepicker/js/DateTimePicker.min.js	(from http://demo.admireadmin.com/admire_html/form_validations.html)
12:41:02	15522/15522	---M-Z	200	added ('OK')	text/css	etag:%223ca2-560fc021ce7b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/summernote/css/summernote.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/summernote/css/summernote.css	(from http://demo.admireadmin.com/admire_html/form_editors.html)
12:41:08	102691/102691	---M-Z	200	added ('OK')	application/javascript	etag:%2219123-560fc021cf756-gzip%22	http://demo.admireadmin.com/admire_html/vendors/summernote/js/summernote.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/summernote/js/summernote.min.js	(from http://demo.admireadmin.com/admire_html/form_editors.html)
12:41:09	2867/2867	---M-Z	200	added ('OK')	application/javascript	etag:%22b33-560fc021035b6-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/form_editors.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/form_editors.js	(from http://demo.admireadmin.com/admire_html/form_editors.html)
12:41:10	10280/10280	---M-Z	200	added ('OK')	text/css	etag:%222828-560fc021de1b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/radio_css/css/radiobox.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/radio_css/css/radiobox.min.css	(from http://demo.admireadmin.com/admire_html/radio_checkbox.html)
12:41:10	4807/4807	---M-Z	200	added ('OK')	text/css	etag:%2212c7-560fc021df156-gzip%22	http://demo.admireadmin.com/admire_html/vendors/checkbox_css/css/checkbox.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/checkbox_css/css/checkbox.min.css	(from http://demo.admireadmin.com/admire_html/radio_checkbox.html)
12:41:11	3645/3645	---M-Z	200	added ('OK')	text/css	etag:%22e3d-560fc020aa7d7-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/radio_checkbox.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/radio_checkbox.css	(from http://demo.admireadmin.com/admire_html/radio_checkbox.html)
12:41:12	1522/1522	---M-Z	200	added ('OK')	application/javascript	etag:%225f2-560fc021083d6-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/radio_checkbox.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/radio_checkbox.js	(from http://demo.admireadmin.com/admire_html/radio_checkbox.html)
12:41:13	2015/2015	---M-Z	200	added ('OK')	text/css	etag:%227df-560fc020ad6b7-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/wizards.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/wizards.css	(from http://demo.admireadmin.com/admire_html/form_wizards.html)
12:41:14	5988/5988	---M-Z	200	added ('OK')	application/javascript	etag:%221764-560fc021a0956-gzip%22	http://demo.admireadmin.com/admire_html/vendors/twitter-bootstrap-wizard/js/jquery.bootstrap.wizard.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/twitter-bootstrap-wizard/js/jquery.bootstrap.wizard.min.js	(from http://demo.admireadmin.com/admire_html/form_wizards.html)
12:41:15	7268/7268	---M-Z	200	added ('OK')	application/javascript	etag:%221c64-560fc0210b2b6-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/wizard.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/wizard.js	(from http://demo.admireadmin.com/admire_html/form_wizards.html)
12:41:16	1588/1588	---M-Z	200	added ('OK')	text/css	etag:%22634-560fc021e2036-gzip%22	http://demo.admireadmin.com/admire_html/vendors/j_timepicker/css/jquery.timepicker.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/j_timepicker/css/jquery.timepicker.css	(from http://demo.admireadmin.com/admire_html/datetime_picker.html)
12:41:17	7924/7924	---M-Z	200	added ('OK')	text/css	etag:%221ef4-560fc021f1a36-gzip%22	http://demo.admireadmin.com/admire_html/vendors/clockpicker/css/jquery-clockpicker.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/clockpicker/css/jquery-clockpicker.css	(from http://demo.admireadmin.com/admire_html/datetime_picker.html)
12:41:17	512009/512009	---M--	200	added ('OK')	image/png	etag:%227d009-560fc020c8c37%22	http://demo.admireadmin.com/admire_html/img/tshirt2.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/tshirt2.png	(from http://demo.admireadmin.com/admire_html/widgets3.html)
12:41:17	3108/3108	---M-Z	200	added ('OK')	text/css	etag:%22c24-560fc020a4a17-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/colorpicker_hack.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/colorpicker_hack.css	(from http://demo.admireadmin.com/admire_html/datetime_picker.html)
